Filename,Label,x1,y1,x2,y2,Conf
cjp809r377z4008093lbjeupi.jpg,mobility scooter,580.3193359375,308.0836181640625,973.7613525390625,720.1543579101562,0.00042869264143519104
cjpb7a85td1nd08966hvp4bz9.jpg,wheelchair,4.934138298034668,213.75747680664062,56.55830669403076,272.2226753234863,0.4818558990955353
cjpbaa6y99p9i0998w00n29ac.jpg,wheelchair,57.141883850097656,306.06005859375,416.2880630493164,728.066162109375,0.0008348451810888946
cjpbbjxd89y3v0998kuceaxk1.jpg,wheelchair,581.2341918945312,343.4097595214844,886.8425598144531,488.5728454589844,0.0017134429654106498
cjpbc6y8qenor0896kcj1c51q.jpg,wheelchair,551.9644775390625,336.1678161621094,593.9003257751465,367.4776306152344,0.20667481422424316
cjpcklmxaj4oo0785ghw4zylt.jpg,power assisted bicycle,51.988712310791016,61.399131774902344,552.2991371154785,889.4939804077148,0.0008512191125191748
cjpcklmxaj4oo0785ghw4zylt.jpg,wheelchair,74.63861083984375,93.49474334716797,535.7131958007812,768.9430465698242,0.0005550189525820315
cjpcl5y73mf990729t93yvyv0.jpg,wheelchair,286.4072265625,345.0202941894531,447.46507263183594,618.3075561523438,0.05498533695936203
cjpcmhx3cmxqe0729nc0hk2li.jpg,mobility scooter,32.85450744628906,23.38070297241211,210.93157958984375,260.2179374694824,0.000323815067531541
cjpcmhx3cmxqe0729nc0hk2li.jpg,wheelchair,16.232669830322266,28.68401527404785,227.62433242797852,228.8397617340088,0.0005440817913040519
cjpcnmj9cnfyx0729wgntwdye.jpg,wheelchair,700.7811889648438,2120.94580078125,2282.0325317382812,3316.2640380859375,0.008950148709118366
cjpcnmj9cnfyx0729wgntwdye.jpg,wheelchair,2462.039306640625,2290.8564453125,4036.8741455078125,3148.9713745117188,0.001659293775446713
cjpcnrscbni7k072947zft179.jpg,wheelchair,521.369873046875,265.13189697265625,576.9222869873047,299.37449645996094,0.048336487263441086
cjpco9sickexr0785016kka2e.jpg,wheelchair,164.93603515625,120.06826782226562,359.7922821044922,238.43064880371094,0.9679943323135376
cjpe8nig1ha5d0785cjfw193y.jpg,wheelchair,3859.19482421875,2621.837890625,4676.90625,3306.314453125,0.002804321236908436
cjpe8nig1ha5d0785cjfw193y.jpg,wheelchair,3493.860595703125,2533.667724609375,3938.4369506835938,2900.044952392578,0.025400254875421524
cjpe8nig1ha5d0785cjfw193y.jpg,wheelchair,2578.371337890625,2710.91748046875,3596.8289794921875,3547.1069946289062,0.02706667222082615
cjpfk2itjjxpk0729bd7qrlq6.jpg,wheelchair,229.73019409179688,75.81932067871094,505.5570983886719,313.8842315673828,0.438443124294281
cjpfkgp0jipei0840xhp4flwb.jpg,wheelchair,50.57828903198242,391.2377014160156,353.7727165222168,611.0479888916016,0.0009456006227992475
cjpfkgp0jipei0840xhp4flwb.jpg,wheelchair,302.6912536621094,402.9195251464844,604.3376159667969,603.7419586181641,0.003316045505926013
cjpfkgp0jipei0840xhp4flwb.jpg,mobility scooter,69.9683609008789,368.1631164550781,350.7456741333008,599.5330352783203,0.00042983697494491935
cjpfkzpyakba30729dkjrxsww.jpg,wheelchair,188.9504852294922,493.0361328125,719.0066986083984,796.9784240722656,0.0010743339080363512
cjpgt43jxofen08401j0j345z.jpg,skateboard,1253.809326171875,653.2381591796875,2243.8707275390625,1762.4676513671875,0.0011227000504732132
cjpgtem8fq6db0729pvqrhsnj.jpg,wheelchair,284.01458740234375,957.9644165039062,883.6076049804688,1355.8257141113281,0.0024846310261636972
cjpgtem8fq6db0729pvqrhsnj.jpg,wheelchair,2012.8592529296875,989.51025390625,2715.0623779296875,1364.0331726074219,0.011195558123290539
cjpgtem8fq6db0729pvqrhsnj.jpg,wheelchair,2069.22265625,908.3763427734375,2136.672409057617,958.7478675842285,0.10506833344697952
cjpgtpstsq7fl0729p250j195.jpg,wheelchair,189.58058166503906,495.6236267089844,380.8227996826172,641.1170654296875,0.03760899603366852
cjpgtpstsq7fl0729p250j195.jpg,wheelchair,295.464599609375,155.15541076660156,381.95973205566406,236.4859161376953,0.09851854294538498
cjpgtywf0ojwt0840hjm6ebu1.jpg,wheelchair,382.52093505859375,308.9797058105469,676.91259765625,526.1869201660156,0.013239998370409012
cjpgyghlsqtu30729h6djh95p.jpg,wheelchair,2435.3291015625,1671.52099609375,3493.3704833984375,2673.1123657226562,0.0016708791954442859
cjpgzs7pwr2zp0729krtwiz3o.jpg,wheelchair,317.12176513671875,445.1244812011719,479.21714782714844,587.9253540039062,0.002531083533540368
cjpgzu9tyr3bi0729z9hmnjro.jpg,wheelchair,318.6131286621094,444.43634033203125,577.4090270996094,535.6059265136719,0.004027065820991993
cjpnxkditm4gw07950qtv2ruv.jpg,bicycle,1470.8475341796875,1116.8255615234375,2713.3106689453125,2105.3220825195312,0.0007700278656557202
cjpnxkditm4gw07950qtv2ruv.jpg,unicycle,1434.2252197265625,1118.9925537109375,2705.9825439453125,2032.694091796875,0.001765709021128714
cjpo1622wxx3c0873me3rzvqm.jpg,wheelchair,178.28790283203125,646.080322265625,1123.5523071289062,1882.4334716796875,0.005159004125744104
cjpo1622wxx3c0873me3rzvqm.jpg,wheelchair,1130.7650146484375,134.15505981445312,1577.520263671875,657.9339904785156,0.006632835138589144
cjpo58djcysqv0873h7nms2r6.jpg,wheelchair,1481.784423828125,1288.3721923828125,2699.8944091796875,2964.702880859375,0.01280556246638298
