Filename,Label,x1,y1,x2,y2,Object Conf,Class Conf
001d1da154d00e83.jpg,bicycle,205.7681884765625,491.46319580078125,790.2440185546875,850.7791748046875,0.9991720914840698,0.9998317956924438
003c2b6816ba9d22.jpg,bicycle,263.19610595703125,283.9808044433594,872.4513549804688,603.3110046386719,0.9510395526885986,0.9893963932991028
00733b95ebfa566a.jpg,bicycle,492.2181701660156,238.72467041015625,644.6408843994141,582.3563537597656,0.26342347264289856,0.9997531771659851
00733b95ebfa566a.jpg,bicycle,527.12841796875,213.22283935546875,674.5367736816406,561.1167297363281,0.028206972405314445,0.999340832233429
00ca18f0b632408b.jpg,bicycle,9.346003532409668,30.153133392333984,1009.8604688644409,664.8818321228027,0.9188754558563232,0.9995991587638855
00ca18f0b632408b.jpg,bicycle,814.900390625,-4.078763484954834,1020.5036163330078,709.1261315345764,0.18973566591739655,0.9985929131507874
00ca18f0b632408b.jpg,bicycle,845.2957763671875,188.48944091796875,1002.7663421630859,686.4477233886719,0.02595759928226471,0.9631252288818359
00ca18f0b632408b.jpg,bicycle,670.57373046875,8.292104721069336,1005.9431762695312,534.7361354827881,0.01308269239962101,0.9996399879455566
00ff4086155934c3.jpg,bicycle,145.7275848388672,-38.74064636230469,897.3270721435547,844.7494659423828,0.8344524502754211,0.9997628331184387
00ff4086155934c3.jpg,bicycle,55.852298736572266,27.363656997680664,330.84518814086914,343.42664527893066,0.2745329737663269,0.9990426898002625
00ff4086155934c3.jpg,bicycle,89.04015350341797,6.330678939819336,448.8854293823242,362.16979026794434,0.10568409413099289,0.9990565180778503
00ff4086155934c3.jpg,bicycle,63.49066925048828,72.96559143066406,220.29207611083984,321.09507751464844,0.060166604816913605,0.999794065952301
00ff4086155934c3.jpg,bicycle,170.578125,0.23985879123210907,340.8070526123047,316.23549477756023,0.026140838861465454,0.9997687935829163
00ff4086155934c3.jpg,bicycle,15.24650764465332,120.92822265625,256.1313648223877,348.14306640625,0.016894595697522163,0.9990322589874268
00ff4086155934c3.jpg,bicycle,154.83810424804688,32.49620819091797,552.3058166503906,468.18505096435547,0.01633443497121334,0.9990863800048828
00ff4086155934c3.jpg,bicycle,3.178786277770996,-4.953275680541992,278.9001302719116,381.4396381378174,0.015150196850299835,0.9984453320503235
00ff4086155934c3.jpg,bicycle,240.30210876464844,40.533390045166016,794.7404022216797,501.4265785217285,0.011179881170392036,0.9996258020401001
0134e4c71ff2dd8a.jpg,bicycle,819.4867553710938,339.4214782714844,1032.4114990234375,481.60247802734375,0.4275343418121338,0.9994046688079834
0134e4c71ff2dd8a.jpg,bicycle,372.7961120605469,353.9830627441406,461.9698715209961,509.59300231933594,0.4084443151950836,0.9996336698532104
0134e4c71ff2dd8a.jpg,bicycle,35.5887565612793,358.2646179199219,339.4512138366699,633.9396057128906,0.3002746105194092,0.998826801776886
0134e4c71ff2dd8a.jpg,bicycle,417.9235534667969,449.8635559082031,790.7091674804688,682.8912506103516,0.29967397451400757,0.9986440539360046
0134e4c71ff2dd8a.jpg,bicycle,354.21905517578125,327.52813720703125,479.2038879394531,540.7316741943359,0.22931738197803497,0.9994202852249146
0134e4c71ff2dd8a.jpg,bicycle,79.0930404663086,370.40185546875,447.66869354248047,621.1007995605469,0.13177092373371124,0.9973911046981812
0134e4c71ff2dd8a.jpg,bicycle,388.44512939453125,365.4739074707031,518.2137603759766,674.6077270507812,0.11293892562389374,0.9924283623695374
0134e4c71ff2dd8a.jpg,bicycle,861.9959716796875,374.5151062011719,1041.0104064941406,485.94336700439453,0.11153659224510193,0.9992189407348633
0134e4c71ff2dd8a.jpg,bicycle,77.00807189941406,331.277587890625,269.15647888183594,630.2675170898438,0.09688698500394821,0.9995653033256531
0134e4c71ff2dd8a.jpg,bicycle,694.94970703125,403.3730163574219,836.3845062255859,631.7205657958984,0.050097737461328506,0.998348593711853
0134e4c71ff2dd8a.jpg,bicycle,287.68878173828125,368.7678527832031,556.9853820800781,641.4084777832031,0.04707607999444008,0.9979323148727417
